idx,p808_mos,mos_sig,mos_bak,mos_ovr
114,3.338404575983683,3.034611464946862,3.992504315862236,2.7569756592210752
115,2.551673332850138,2.628344625454425,3.4470931520659787,2.1462754916457505
116,2.476088603337606,2.8846316052402075,3.0892990103541043,2.1502000940641337
117,3.281487226486206,3.2742642559799293,3.978457249535345,2.969786261560595
118,2.661291519800822,3.070219208956819,3.724167638401168,2.5848601631256547
119,2.410280386606852,2.4822573606859337,3.239211727682162,1.8943482464898371
120,2.239328304926554,2.7868731194627263,3.4950933949490044,2.243211562279344
121,2.393056074778239,2.7487509621888804,3.5362945564469577,2.1431717879691523
122,3.465675671895345,3.412994017567016,3.342691590806365,2.787861683582282
123,2.19992462793986,2.259967767744786,2.598164048422966,1.6490869281863716
124,2.9695191383361816,3.4561657364907217,3.559814880817901,2.9294201696336835
125,2.6101760069529214,2.9756766359191693,3.681598158553861,2.485793580555164
126,2.999361117680868,2.936119409689488,3.857235556688265,2.6577063233376106
127,2.8738524119059243,2.7402886928016783,2.8932957897187705,1.9346754206533292
128,3.3523614406585693,3.146313656366469,3.5311215863134984,2.659040173589524
129,2.985726356506348,3.271817585964368,3.136762430868964,2.5857282596252
130,2.568230152130127,3.3978470435891186,3.0534074949037397,2.662403179256545
131,2.8584837913513184,2.5302398522220364,3.026941486219902,1.900121424881125
132,2.744616746902466,2.946521249049781,2.676584859991677,2.1267992651527767
133,3.74819016456604,3.65410749630611,4.144774432628009,3.3926925732733366
134,3.4429051876068115,3.5991679550825646,3.7456409067298,3.109313192101964
135,2.785059928894043,2.9788124471364994,3.54758284462566,2.486415544939247
136,2.521655797958374,2.7737796752358688,3.568135583408559,2.367264095408039
137,3.279828786849976,2.772394232808395,3.6090793639298377,2.3599548682903047
138,3.419102430343628,2.963474679732576,2.797487135249937,2.2423664458686976
139,3.085047006607056,3.1850603584686423,2.933030068088382,2.4582732722590106
140,2.834457397460937,3.2994618249831063,2.9354033993375825,2.532228612626402
141,2.6949636936187744,2.61420425078494,3.508638781469333,2.0558715543865063
142,3.4887773990631104,3.285483837880564,3.8185262138302263,2.907786148328636
143,2.3116016387939453,1.806617289876744,3.1193328513066128,1.4421210729248954
144,2.408979892730713,3.3869557769692737,2.956734760368953,2.520270131121036
145,2.166043519973755,1.7882799602066684,3.82937591670814,1.5041679739832627
146,2.7630271911621094,3.3008183507017885,3.487445489707354,2.6988721197407006
147,3.264944314956665,2.907497482012396,3.415527532331536,2.417886145765316
148,3.2794642448425293,3.485021117854475,3.775809573440055,3.060582451645056
149,3.762153387069702,3.333979509721425,3.878217015244225,2.9847176281688337
150,3.1223952770233154,3.270269808128724,3.175539734722906,2.593507722322422
151,2.371603488922119,3.1855702456580395,3.639138251809171,2.740434429458155
152,3.852051019668579,3.345367518037355,3.6840184662587614,2.8963603896330707
153,3.3622257709503174,3.360653339492816,3.60023570995423,2.8455598147277743
154,2.813615560531616,3.432948297107332,3.697689365525002,2.957623221141492
